uid,fighter_id,SDBL,SDBA,SDB_ACC,SDHL,SDHA,SDH_ACC,SDLL,SDLA,SDL_ACC,TSL,TSA,TS_ACC,SSL,SSA,SS_ACC,KD,SCBL,SCBA,SCB_ACC,SCHL,SCHA,SCH_ACC,SCLL,SCLA,SCL_ACC,RV,SR,TDA,TDL,TDS,TD_ACC,SGBL,SGBA,SGB_ACC,SGHL,SGHA,SGH_ACC,SGLL,SGLA,SGL_ACC,AD,ADTB,ADHG,ADTM,ADTS,SM,TSLL,TSLA,SL_ACC,TSBL,TSBA,SB_ACC,TSHL,TSHA,SH_ACC
s:3301~l:3321~e:401033279~c:265477,3955577,8,12,0.67,29,68,0.43,9,10,0.9,57,101,0.56,54,98,0.55,1,4,4,1.0,0,0,0.0,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,4,4,1.0,0,0,0.0,0,0,0,0,0,0,9,10,0.9,12,16,0.75,33,72,0.46
s:3301~l:3321~e:600047774~c:401698248,5138111,10,12,0.83,9,49,0.18,21,23,0.91,64,109,0.59,52,97,0.54,2,4,4,1.0,3,4,0.75,0,0,0.0,0,0.000,2,0,0,0.0,1,1,1.0,4,4,1.0,0,0,0.0,0,0,0,0,0,0,21,23,0.91,15,17,0.88,16,57,0.28
s:3301~l:3321~e:600036494~c:401581402,5138111,9,21,0.43,18,46,0.39,10,16,0.62,74,132,0.56,48,98,0.49,0,0,1,0.0,1,1,1.0,0,0,0.0,0,0.000,8,2,0,0.25,0,0,0.0,10,13,0.77,0,0,0.0,0,0,0,0,0,1,10,16,0.62,9,22,0.41,29,60,0.48
s:3301~l:3321~e:600021773~c:401465219,4374742,3,4,0.75,5,32,0.16,0,1,0.0,62,103,0.6,26,61,0.43,0,9,12,0.75,1,1,1.0,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,8,11,0.73,0,0,0.0,0,0,0,0,0,0,0,1,0.0,12,16,0.75,14,44,0.32
s:3301~l:3321~e:600008640~c:401351343,4422355,4,6,0.67,10,29,0.34,4,4,1.0,59,93,0.63,44,74,0.59,0,1,1,1.0,1,1,1.0,0,0,0.0,0,0.000,4,3,0,0.75,8,9,0.89,16,24,0.67,0,0,0.0,0,0,0,0,0,0,4,4,1.0,13,16,0.81,27,54,0.5
s:3301~l:3321~e:600047778~c:401717097,5153082,5,11,0.45,20,59,0.34,4,5,0.8,69,126,0.55,42,95,0.44,0,1,2,0.5,1,2,0.5,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,11,16,0.69,0,0,0.0,0,0,0,0,0,0,4,5,0.8,6,13,0.46,32,77,0.42
s:3301~l:3321~e:600011551~c:401382498,3936279,7,11,0.64,9,20,0.45,3,4,0.75,77,106,0.73,42,69,0.61,0,4,4,1.0,0,1,0.0,0,0,0.0,0,0.000,5,3,0,0.6,2,2,1.0,17,27,0.63,0,0,0.0,0,0,0,0,0,0,3,4,0.75,13,17,0.76,26,48,0.54
s:3301~l:3321~e:600036497~c:401591072,5139556,2,5,0.4,13,52,0.25,0,0,0.0,66,139,0.47,35,90,0.39,0,2,3,0.67,1,4,0.25,0,0,0.0,0,0.000,24,4,0,0.17,4,4,1.0,13,22,0.59,0,0,0.0,0,0,0,0,0,0,0,0,0.0,8,12,0.67,27,78,0.35
s:3301~l:3321~e:600008641~c:401357139,4396359,0,1,0.0,4,10,0.4,0,0,0.0,10,21,0.48,10,20,0.5,2,3,4,0.75,3,4,0.75,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,3,5,0.6,7,15,0.47
s:3301~l:3321~e:401033281~c:265445,4349153,8,12,0.67,16,38,0.42,10,10,1.0,55,94,0.59,54,93,0.58,1,3,3,1.0,3,6,0.5,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,14,24,0.58,0,0,0.0,0,0,0,0,0,0,10,10,1.0,11,15,0.73,33,68,0.49
s:3301~l:3321~e:600008641~c:401357138,4875505,9,13,0.69,14,70,0.2,19,22,0.86,67,142,0.47,47,114,0.41,0,2,4,0.5,0,0,0.0,0,1,0.0,0,0.000,7,3,0,0.43,0,0,0.0,3,4,0.75,0,0,0.0,0,0,0,0,0,0,19,23,0.83,11,17,0.65,17,74,0.23
s:3301~l:3321~e:600047777~c:401716185,5218421,3,4,0.75,8,17,0.47,0,0,0.0,86,113,0.76,48,67,0.72,1,2,2,1.0,9,11,0.82,0,0,0.0,0,0.000,0,0,0,0.0,2,2,1.0,24,31,0.77,0,0,0.0,0,0,0,0,0,0,0,0,0.0,7,8,0.88,41,59,0.69
s:3301~l:3321~e:600036496~c:401591007,4686723,15,23,0.65,43,99,0.43,6,8,0.75,114,190,0.6,84,152,0.55,0,4,4,1.0,0,0,0.0,0,0,0.0,0,0.000,1,1,0,1.0,2,2,1.0,10,12,0.83,4,4,1.0,0,0,0,0,0,1,10,12,0.83,21,29,0.72,53,111,0.48
s:3301~l:3321~e:600008642~c:401361176,4686723,8,12,0.67,47,108,0.44,5,6,0.83,84,152,0.55,65,132,0.49,0,2,2,1.0,1,2,0.5,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0.0,0,0,0,0,0,0,5,6,0.83,10,14,0.71,50,112,0.45
s:3301~l:3321~e:401223624~c:401247220,4695736,1,4,0.25,5,13,0.38,4,5,0.8,10,22,0.45,10,22,0.45,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,5,0.8,1,4,0.25,5,13,0.38
s:3301~l:3321~e:600022207~c:401451148,5060505,0,0,0.0,5,11,0.45,0,0,0.0,8,17,0.47,7,13,0.54,0,0,0,0.0,1,1,1.0,0,0,0.0,0,0.000,2,2,0,1.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,7,13,0.54
s:3301~l:3321~e:400961602~c:237192,3019246,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0
s:3301~l:3321~e:401033277~c:265482,3887606,0,0,0.0,4,7,0.57,0,0,0.0,4,7,0.57,4,7,0.57,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,4,7,0.57
s:3301~l:3321~e:400966347~c:265553,3887606,0,0,0.0,1,2,0.5,0,0,0.0,1,2,0.5,1,2,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,2,0.5
s:3301~l:3321~e:600036496~c:401591004,4685730,24,40,0.6,38,229,0.17,6,11,0.55,69,285,0.24,69,285,0.24,0,0,2,0.0,1,3,0.33,0,0,0.0,0,0.000,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6,11,0.55,24,42,0.57,39,232,0.17
s:3301~l:3321~e:600036500~c:401604870,5157669,9,12,0.75,20,44,0.45,16,19,0.84,85,118,0.72,61,92,0.66,0,2,2,1.0,2,2,1.0,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,12,13,0.92,0,0,0.0,0,0,0,0,0,0,16,19,0.84,11,14,0.79,34,59,0.58
s:3301~l:3321~e:600036498~c:401600950,5172179,53,65,0.82,69,159,0.43,10,10,1.0,180,311,0.58,168,294,0.57,0,17,29,0.59,17,29,0.59,2,2,1.0,0,0.000,4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,12,12,1.0,70,94,0.74,86,188,0.46
s:3301~l:3321~e:600011551~c:401382490,4894791,1,1,1.0,13,27,0.48,1,1,1.0,29,44,0.66,20,35,0.57,1,2,2,1.0,0,1,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,3,3,1.0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,3,3,1.0,16,31,0.52
s:3301~l:3321~e:600021771~c:401463239,5060394,5,7,0.71,92,208,0.44,4,4,1.0,146,275,0.53,110,232,0.47,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0.000,10,6,0,0.6,0,0,0.0,9,12,0.75,0,0,0.0,0,0,0,0,0,0,4,4,1.0,5,7,0.71,101,221,0.46
s:3301~l:3321~e:400966348~c:265545,4077475,1,1,1.0,12,37,0.32,0,0,0.0,58,92,0.63,35,68,0.51,1,2,3,0.67,8,12,0.67,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,12,15,0.8,0,0,0.0,2,0,2,0,0,1,0,0,0.0,3,4,0.75,32,64,0.5
s:3301~l:3321~e:600022212~c:401483883,5088916,0,5,0.0,15,49,0.31,6,6,1.0,43,84,0.51,25,66,0.38,0,0,1,0.0,4,4,1.0,0,0,0.0,1,0.000,0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,2,6,6,1.0,0,6,0.0,19,54,0.35
s:3301~l:3321~e:600008644~c:401363912,4863328,17,20,0.85,52,156,0.33,21,22,0.95,118,229,0.52,96,207,0.46,0,1,1,1.0,5,8,0.62,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,21,22,0.95,18,21,0.86,57,164,0.35
s:3301~l:3321~e:401222724~c:401239995,4686734,28,36,0.78,35,74,0.47,2,2,1.0,110,167,0.66,102,157,0.65,0,20,22,0.91,16,22,0.73,0,0,0.0,0,0.000,2,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,2,2,1.0,48,58,0.83,52,97,0.54
s:3301~l:3321~e:600036492~c:401577730,4684240,1,1,1.0,12,19,0.63,3,3,1.0,21,29,0.72,21,29,0.72,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,5,6,0.83,0,0,0.0,0,0,0,0,0,0,3,3,1.0,1,1,1.0,17,25,0.68
s:3301~l:3321~e:600011552~c:401382951,4867357,6,8,0.75,5,23,0.22,7,8,0.88,109,155,0.7,70,110,0.64,0,0,0,0.0,1,1,1.0,0,0,0.0,0,0.000,5,3,0,0.6,9,10,0.9,42,60,0.7,0,0,0.0,0,0,0,0,0,1,7,8,0.88,15,18,0.83,48,84,0.57
s:3301~l:3321~e:600036495~c:401592854,5032015,1,1,1.0,4,10,0.4,0,2,0.0,64,75,0.85,22,33,0.67,0,7,8,0.88,5,6,0.83,1,1,1.0,0,0.000,7,2,0,0.29,0,0,0.0,4,5,0.8,0,0,0.0,0,0,0,0,0,1,1,3,0.33,8,9,0.89,13,21,0.62
s:3301~l:3321~e:600021773~c:401465220,5074130,5,8,0.62,20,43,0.47,1,1,1.0,95,134,0.71,53,89,0.6,1,2,3,0.67,9,11,0.82,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,16,23,0.7,0,0,0.0,0,0,0,0,0,0,1,1,1.0,7,11,0.64,45,77,0.58
s:3301~l:3321~e:600022207~c:401466054,5074274,0,0,0.0,5,23,0.22,3,6,0.5,38,68,0.56,24,52,0.46,0,2,4,0.5,0,0,0.0,0,0,0.0,1,0.000,8,3,0,0.38,0,0,0.0,14,19,0.74,0,0,0.0,0,0,0,0,0,1,3,6,0.5,2,4,0.5,19,42,0.45
s:3301~l:3321~e:600047777~c:401690356,5144797,5,8,0.62,54,152,0.36,4,5,0.8,83,188,0.44,75,180,0.42,0,2,2,1.0,5,6,0.83,0,0,0.0,0,0.000,11,5,0,0.45,2,2,1.0,3,5,0.6,0,0,0.0,0,0,0,0,0,1,4,5,0.8,9,12,0.75,62,163,0.38
s:3301~l:3321~e:600047780~c:401724475,5212351,14,17,0.82,30,96,0.31,2,2,1.0,53,123,0.43,48,118,0.41,1,0,1,0.0,1,1,1.0,0,0,0.0,0,0.000,3,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,2,2,1.0,14,18,0.78,32,98,0.33
s:3301~l:3321~e:401074496~c:265428,4371001,2,4,0.5,0,2,0.0,0,0,0.0,3,8,0.38,3,8,0.38,0,0,0,0.0,1,2,0.5,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0.0,2,4,0.5,1,4,0.25
s:3301~l:3321~e:600021772~c:401445835,4565641,3,3,1.0,62,172,0.36,3,4,0.75,71,182,0.39,69,180,0.38,0,1,1,1.0,0,0,0.0,0,0,0.0,0,0.000,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,4,0.75,4,4,1.0,62,172,0.36
s:3301~l:3321~e:401128926~c:270162,4565641,3,3,1.0,21,36,0.58,0,1,0.0,76,99,0.77,49,66,0.74,0,1,1,1.0,6,7,0.86,0,0,0.0,0,0.000,11,7,0,0.64,0,0,0.0,18,18,1.0,0,0,0.0,3,0,1,0,2,0,0,1,0.0,4,4,1.0,45,61,0.74
s:3301~l:3321~e:401128922~c:268462,4425355,12,14,0.86,45,83,0.54,5,5,1.0,97,144,0.67,93,139,0.67,0,16,18,0.89,4,7,0.57,4,4,1.0,0,0.000,0,0,0,0.0,1,1,1.0,6,7,0.86,0,0,0.0,0,0,0,0,0,0,9,9,1.0,29,33,0.88,55,97,0.57
s:3301~l:3321~e:600008641~c:401357140,3960072,1,3,0.33,14,42,0.33,2,2,1.0,58,99,0.59,31,65,0.48,0,3,5,0.6,1,2,0.5,0,0,0.0,0,0.000,12,5,0,0.42,0,0,0.0,8,9,0.89,2,2,1.0,0,0,0,0,0,0,4,4,1.0,4,8,0.5,23,53,0.43
s:3301~l:3321~e:600047775~c:401711524,5120304,2,5,0.4,10,24,0.42,4,4,1.0,49,91,0.54,22,42,0.52,0,2,2,1.0,4,7,0.57,0,0,0.0,0,0.000,15,10,0,0.67,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,2,4,4,1.0,4,7,0.57,14,31,0.45
s:3301~l:3321~e:401221629~c:401231060,4685870,5,5,1.0,4,6,0.67,4,4,1.0,32,36,0.89,32,36,0.89,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,6,6,1.0,13,15,0.87,0,0,0.0,1,0,1,0,0,0,4,4,1.0,11,11,1.0,17,21,0.81
s:3301~l:3321~e:600008644~c:401348177,4873642,0,0,0.0,8,13,0.62,3,3,1.0,27,34,0.79,18,25,0.72,1,3,3,1.0,3,3,1.0,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,1,3,0.33,0,0,0.0,0,0,0,0,0,0,3,3,1.0,3,3,1.0,12,19,0.63
s:3301~l:3321~e:600022208~c:401467212,5060398,4,4,1.0,5,8,0.62,0,0,0.0,117,152,0.77,19,26,0.73,0,0,0,0.0,1,1,1.0,0,0,0.0,0,0.000,8,4,0,0.5,2,4,0.5,7,9,0.78,0,0,0.0,0,0,0,0,0,0,0,0,0.0,6,8,0.75,13,18,0.72
s:3301~l:3321~e:401128920~c:268448,4423876,0,0,0.0,5,11,0.45,2,2,1.0,42,56,0.75,13,20,0.65,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,6,7,0.86,0,0,0.0,5,1,0,2,2,1,2,2,1.0,0,0,0.0,11,18,0.61
s:3301~l:3321~e:401128922~c:268463,3900088,17,19,0.89,66,94,0.7,8,8,1.0,159,199,0.8,127,161,0.79,0,18,20,0.9,17,18,0.94,0,0,0.0,1,0.000,3,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0.0,0,0,0,0,0,0,8,8,1.0,35,39,0.9,84,114,0.74
s:3301~l:3321~e:401221629~c:401231059,2594871,11,14,0.79,39,65,0.6,7,7,1.0,145,194,0.75,117,156,0.75,1,9,11,0.82,34,41,0.83,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,17,18,0.94,0,0,0.0,0,0,0,0,0,0,7,7,1.0,20,25,0.8,90,124,0.73
s:3301~l:3321~e:600011551~c:401382497,4816066,11,19,0.58,14,68,0.21,0,3,0.0,58,139,0.42,43,120,0.36,0,8,9,0.89,7,14,0.5,0,0,0.0,0,0.000,13,3,0,0.23,0,0,0.0,3,7,0.43,0,0,0.0,0,0,0,0,0,0,0,3,0.0,19,28,0.68,24,89,0.27
s:3301~l:3321~e:600011552~c:401382952,3309918,3,7,0.43,6,31,0.19,0,0,0.0,42,82,0.51,12,43,0.28,0,3,3,1.0,0,2,0.0,0,0,0.0,0,0.000,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,2,0,0,0.0,6,10,0.6,6,33,0.18
s:3301~l:3321~e:600036496~c:401571753,5075748,9,18,0.5,19,58,0.33,12,14,0.86,175,277,0.63,74,136,0.54,2,4,4,1.0,13,18,0.72,0,0,0.0,0,0.000,0,0,0,0.0,4,4,1.0,13,20,0.65,0,0,0.0,0,0,0,0,0,0,12,14,0.86,17,26,0.65,45,96,0.47
s:3301~l:3321~e:600036496~c:401591006,5145497,1,2,0.5,21,52,0.4,2,2,1.0,25,59,0.42,25,59,0.42,2,1,1,1.0,0,2,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,2,1.0,2,3,0.67,21,54,0.39
s:3301~l:3321~e:600047773~c:401693509,4775129,4,6,0.67,13,65,0.2,9,11,0.82,68,134,0.51,40,102,0.39,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,14,20,0.7,0,0,0.0,0,0,0,0,0,2,9,11,0.82,4,6,0.67,27,85,0.32
s:3301~l:3321~e:600036500~c:401571749,4775129,3,3,1.0,4,19,0.21,0,0,0.0,7,22,0.32,7,22,0.32,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,3,3,1.0,4,19,0.21
s:3301~l:3321~e:401128920~c:268449,3955820,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0
s:3301~l:3321~e:400966347~c:265557,4074001,3,4,0.75,32,88,0.36,5,5,1.0,64,134,0.48,54,121,0.45,1,0,1,0.0,1,3,0.33,1,1,1.0,0,0.167,6,4,1,0.67,0,0,0.0,12,19,0.63,0,0,0.0,3,2,1,0,0,3,6,6,1.0,3,5,0.6,45,110,0.41
s:3301~l:3321~e:600022211~c:401483871,5077131,2,3,0.67,4,8,0.5,2,2,1.0,16,26,0.62,16,26,0.62,1,1,1,1.0,3,3,1.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,4,9,0.44,0,0,0.0,0,0,0,0,0,0,2,2,1.0,3,4,0.75,11,20,0.55
s:3301~l:3321~e:600036499~c:401571750,4293183,1,6,0.17,2,10,0.2,4,5,0.8,13,30,0.43,9,26,0.35,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,2,1,0,0.5,0,0,0.0,1,4,0.25,1,1,1.0,0,0,0,0,0,2,5,6,0.83,1,6,0.17,3,14,0.21
s:3301~l:3321~e:400966348~c:265546,4237015,1,2,0.5,1,4,0.25,0,0,0.0,15,27,0.56,14,25,0.56,1,0,0,0.0,4,4,1.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,8,15,0.53,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,2,0.5,13,23,0.57
s:3301~l:3321~e:600047781~c:401728707,5147552,1,2,0.5,0,1,0.0,0,0,0.0,1,3,0.33,1,3,0.33,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,2,0.5,0,1,0.0
s:3301~l:3321~e:600047781~c:401728887,5195917,10,15,0.67,36,111,0.32,3,3,1.0,137,252,0.54,64,153,0.42,0,9,12,0.75,4,10,0.4,0,0,0.0,0,0.000,20,10,0,0.5,0,0,0.0,2,2,1.0,0,0,0.0,0,0,0,0,0,0,3,3,1.0,19,27,0.7,42,123,0.34
s:3301~l:3321~e:600047774~c:401708027,5195917,6,8,0.75,11,37,0.3,0,0,0.0,71,122,0.58,32,67,0.48,0,5,6,0.83,8,9,0.89,0,0,0.0,0,0.000,16,6,0,0.38,0,0,0.0,2,7,0.29,0,0,0.0,0,0,0,0,0,0,0,0,0.0,11,14,0.79,21,53,0.4
s:3301~l:3321~e:600047781~c:401724507,5223853,5,6,0.83,26,54,0.48,11,18,0.61,68,108,0.63,54,92,0.59,0,6,6,1.0,6,8,0.75,0,0,0.0,1,0.000,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,11,18,0.61,11,12,0.92,32,62,0.52
s:3301~l:3321~e:600047781~c:401721187,5236142,0,0,0.0,0,3,0.0,0,0,0.0,3,9,0.33,1,4,0.25,0,1,1,1.0,0,0,0.0,0,0,0.0,1,0.000,2,1,0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0.0,1,1,1.0,0,3,0.0
s:3301~l:3321~e:401221630~c:401232278,4565671,2,2,1.0,21,60,0.35,0,0,0.0,87,151,0.58,47,95,0.49,0,1,1,1.0,1,2,0.5,0,0,0.0,0,0.000,1,1,0,1.0,1,1,1.0,21,29,0.72,0,0,0.0,4,1,2,0,1,0,0,0,0.0,4,4,1.0,43,91,0.47
s:3301~l:3321~e:600047773~c:401693511,5001014,3,3,1.0,11,29,0.38,5,5,1.0,40,58,0.69,27,45,0.6,1,1,1,1.0,1,1,1.0,0,0,0.0,0,0.000,4,1,0,0.25,0,0,0.0,6,6,1.0,0,0,0.0,0,0,0,0,0,1,5,5,1.0,4,4,1.0,18,36,0.5
s:3301~l:3321~e:600036500~c:401606729,5146278,0,1,0.0,2,3,0.67,1,1,1.0,14,21,0.67,8,15,0.53,1,1,1,1.0,1,5,0.2,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,3,4,0.75,0,0,0.0,0,0,0,0,0,0,1,1,1.0,1,2,0.5,6,12,0.5
s:3301~l:3321~e:600047780~c:401690359,5217935,3,3,1.0,7,8,0.88,0,0,0.0,28,34,0.82,17,20,0.85,1,4,4,1.0,2,4,0.5,0,0,0.0,0,0.000,2,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,7,7,1.0,10,13,0.77
s:3301~l:3321~e:600055007~c:401808386,5193167,0,0,0.0,0,1,0.0,0,0,0.0,0,1,0.0,0,1,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,1,0.0
s:3301~l:3321~e:600047780~c:401724475,5193167,4,9,0.44,39,105,0.37,5,5,1.0,49,123,0.4,48,122,0.39,0,0,0,0.0,0,2,0.0,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,5,5,1.0,4,9,0.44,39,108,0.36
s:3301~l:3321~e:600047780~c:401724481,5218814,10,13,0.77,67,246,0.27,4,6,0.67,95,287,0.33,87,276,0.32,0,2,2,1.0,4,9,0.44,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,6,0.67,12,15,0.8,71,255,0.28
s:3301~l:3321~e:600047779~c:401718430,5081274,6,23,0.26,6,33,0.18,11,13,0.85,24,71,0.34,23,69,0.33,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,11,13,0.85,6,23,0.26,6,33,0.18
s:3301~l:3321~e:600047779~c:401690358,5125484,7,10,0.7,22,67,0.33,0,0,0.0,40,94,0.43,37,88,0.42,0,4,5,0.8,4,6,0.67,0,0,0.0,0,0.000,6,2,0,0.33,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,11,15,0.73,26,73,0.36
s:3301~l:3321~e:600047779~c:401718429,5235875,6,8,0.75,38,127,0.3,0,1,0.0,47,140,0.34,46,139,0.33,0,1,2,0.5,1,1,1.0,0,0,0.0,0,0.000,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,7,10,0.7,39,128,0.3
s:3301~l:3321~e:600047779~c:401718428,5130607,0,0,0.0,0,3,0.0,0,0,0.0,2,5,0.4,0,3,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,3,0.0
s:3301~l:3321~e:600047779~c:401718431,5150152,4,4,1.0,1,13,0.08,6,7,0.86,13,26,0.5,11,24,0.46,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6,7,0.86,4,4,1.0,1,13,0.08
s:3301~l:3321~e:401033284~c:265455,4354423,0,0,0.0,4,9,0.44,1,1,1.0,41,55,0.75,36,48,0.75,0,2,2,1.0,0,0,0.0,0,0,0.0,0,0.000,4,3,0,0.75,0,0,0.0,29,36,0.81,0,0,0.0,4,0,2,2,0,1,1,1,1.0,2,2,1.0,33,45,0.73
s:3301~l:3321~e:600008640~c:401351344,4713584,29,42,0.69,29,78,0.37,14,16,0.88,178,271,0.66,100,173,0.58,0,11,15,0.73,6,8,0.75,0,0,0.0,0,0.000,8,4,0,0.5,1,1,1.0,10,13,0.77,0,0,0.0,0,0,0,0,0,0,14,16,0.88,41,58,0.71,45,99,0.45
s:3301~l:3321~e:600047778~c:401690357,5216851,0,0,0.0,5,18,0.28,7,7,1.0,12,26,0.46,12,26,0.46,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,1,7,7,1.0,0,0,0.0,5,19,0.26
s:3301~l:3321~e:600047778~c:401717097,4082400,7,7,1.0,20,56,0.36,4,5,0.8,75,137,0.55,47,97,0.48,1,0,0,0.0,2,4,0.5,0,0,0.0,0,0.000,5,2,0,0.4,0,0,0.0,14,25,0.56,0,0,0.0,0,0,0,0,0,0,4,5,0.8,7,7,1.0,36,85,0.42
s:3301~l:3321~e:600047778~c:401717098,5220883,1,1,1.0,3,17,0.18,5,5,1.0,35,63,0.56,17,38,0.45,0,1,1,1.0,1,1,1.0,0,0,0.0,0,0.000,4,2,0,0.5,0,0,0.0,6,13,0.46,0,0,0.0,0,0,0,0,0,0,5,5,1.0,2,2,1.0,10,31,0.32
s:3301~l:3321~e:600055007~c:401808384,5222338,0,1,0.0,0,5,0.0,3,3,1.0,3,9,0.33,3,9,0.33,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,3,1.0,0,1,0.0,0,5,0.0
